"","hospital","address","bed_class1","last_update_class1","bed_class2","last_update_class2","bed_class3","last_update_class3","tlp_number","province","district","scraped_at","bed_type"
"852","RS Umum Islam  Madinah","Jl. Jatiwayang  Lk 02 Ngunut, Tulungagung",5,"11 jam",12,"11 jam",21,"11 jam","0355396055","35","3504",2021-08-06 22:51:00,"Non COVID-19"
"853","RS Umum Muhammadiyah Bandung","Jl. Panglima Sudirman no. 42, Ds. Mergayu, Kec. Bandung, kab. Tulungagung",4,NA,16,NA,7,NA,"0355532760","35","3504",2021-08-06 22:51:00,"Non COVID-19"
"854","RS Ibu dan Anak Amanda","JL. Mayor Sujadi No. 38 Tulungagung",1,NA,5,NA,3,NA,"0355325587","35","3504",2021-08-06 22:51:00,"Non COVID-19"
"855","RS Umum Prima Medika","Jl. Soekarno Hatta, Kutoanyar",10,"13 jam",13,"13 jam",6,"13 jam","03555238353","35","3504",2021-08-06 22:51:00,"Non COVID-19"
"856","RS Umum Daerah Lamaddukkelleng Kabupaten Wajo"," Jl. Kartika Chandra Kirana No. 9 Sengkang",29,NA,25,NA,50,NA,"hotline tidak tersedia","73","7313",2021-08-06 22:51:00,"Non COVID-19"
"857","RS Umum Daerah Siwa","  Jl. Andi Djaja No.1 Kec. Pitumpanua, Siwa, Kab. Wajo",12,"16 jam",16,"16 jam",31,"16 jam","082316090172","73","7313",2021-08-06 22:51:00,"Non COVID-19"
"858","RS Umum Daerah Zainal Abidin Pagar Alam","Jl. Raya Lintas Sumatera, Blambangan Umpu",10,NA,NA,NA,28,NA,"082176038182","18","1807",2021-08-06 22:51:01,"Non COVID-19"
"859","RS Umum Haji Kamino","Jl. Sriwijaya No. 56 Kp. Setia Negara Kec. Baradatu Kab. Way Kanan",3,NA,4,"20 jam",8,"20 jam","081272095786","18","1807",2021-08-06 22:51:01,"Non COVID-19"
"860","RS Umum Daerah Dr. Soediran Mangun Sumarso Wonogi"," Jl. Jend A Yani No. 40,Giriwono, Wonogiri, Jateng",2,"15 jam",27,"15 jam",72,"15 jam","0273321008","33","3312",2021-08-06 22:51:01,"Non COVID-19"
"861","RS Umum Setjonegoro Wonosobo"," Jl. Setjonegoro No.1,Wonosobo",9,NA,9,NA,19,NA,"0286321091","33","3307",2021-08-06 22:51:01,"Non COVID-19"
